food_type,number_of_guests,event_type,quantity_of_food,storage_conditions,purchase_history,season,preparation_method,location,pricing,food_wastage_amount,food_consumed,waste_percentage,price_per_kg,revenue_loss,donation_possible,waste_category,event_size
Baked Goods,380,Social Gathering,480,Room Temperature,Occasional,Winter,Buffet,Suburban,Moderate,30,450,6.25,220,6600,Yes,Medium,Medium
Dairy Products,300,Birthday,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,375,6.25,220,5500,Yes,Medium,Medium
Baked Goods,350,Wedding,450,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Suburban,Moderate,25,425,5.56,220,5500,Yes,Medium,Medium
Baked Goods,300,Corporate,400,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,40,360,10.0,350,14000,No,High,Medium
Meat,300,Social Gathering,400,Refrigerated,Regular,Winter,Sit-Down Dinner,Suburban,High,35,365,8.75,350,12250,No,High,Medium
Fruits,400,Social Gathering,500,Refrigerated,Regular,Winter,Sit-Down Dinner,Suburban,Low,25,475,5.0,120,3000,Yes,Medium,Large
Fruits,300,Birthday,400,Room Temperature,Regular,Summer,Sit-Down Dinner,Suburban,Moderate,15,385,3.75,220,3300,Yes,Low,Medium
Dairy Products,400,Wedding,500,Room Temperature,Regular,Winter,Sit-Down Dinner,Urban,High,50,450,10.0,350,17500,No,High,Large
Vegetables,280,Birthday,480,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Urban,Low,15,465,3.12,120,1800,Yes,Low,Medium
Dairy Products,280,Birthday,350,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Dairy Products,250,Corporate,350,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Dairy Products,280,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Urban,Low,20,330,5.71,120,2400,Yes,Medium,Medium
Dairy Products,250,Wedding,350,Room Temperature,Regular,Winter,Sit-Down Dinner,Urban,Moderate,25,325,7.14,220,5500,Yes,Medium,Medium
Dairy Products,350,Wedding,450,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Urban,High,40,410,8.89,350,14000,No,High,Medium
Baked Goods,250,Corporate,350,Room Temperature,Regular,Summer,Sit-Down Dinner,Suburban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Baked Goods,400,Social Gathering,500,Room Temperature,Regular,Summer,Sit-Down Dinner,Rural,High,50,450,10.0,350,17500,No,High,Large
Baked Goods,290,Social Gathering,374,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,27,347,7.22,120,3240,Yes,Medium,Medium
Dairy Products,350,Wedding,450,Room Temperature,Occasional,Summer,Sit-Down Dinner,Suburban,High,35,415,7.78,350,12250,No,High,Medium
Baked Goods,491,Social Gathering,497,Room Temperature,Regular,All Seasons,Finger Food,Urban,High,32,465,6.44,350,11200,No,Medium,Large
Baked Goods,350,Birthday,450,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Urban,Moderate,30,420,6.67,220,6600,Yes,Medium,Medium
Dairy Products,400,Birthday,500,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Suburban,High,45,455,9.0,350,15750,No,High,Large
Fruits,250,Social Gathering,350,Refrigerated,Regular,All Seasons,Sit-Down Dinner,Suburban,Moderate,25,325,7.14,220,5500,Yes,Medium,Medium
Dairy Products,220,Corporate,300,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Suburban,Low,15,285,5.0,120,1800,Yes,Low,Small
Baked Goods,320,Social Gathering,400,Room Temperature,Regular,Winter,Sit-Down Dinner,Suburban,High,40,360,10.0,350,14000,No,High,Medium
Dairy Products,320,Birthday,400,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Suburban,High,40,360,10.0,350,14000,No,High,Medium
Baked Goods,250,Wedding,350,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Suburban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Baked Goods,250,Birthday,350,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Suburban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Meat,284,Birthday,443,Refrigerated,Regular,Summer,Buffet,Urban,Low,32,411,7.22,120,3840,No,Medium,Medium
Meat,280,Corporate,350,Refrigerated,Regular,Winter,Buffet,Urban,Low,20,330,5.71,120,2400,Yes,Medium,Medium
Meat,300,Wedding,400,Refrigerated,Occasional,Winter,Buffet,Suburban,Low,20,380,5.0,120,2400,Yes,Medium,Medium
Meat,300,Corporate,400,Refrigerated,Regular,Winter,Buffet,Suburban,High,40,360,10.0,350,14000,No,High,Medium
Meat,412,Wedding,478,Refrigerated,Regular,Winter,Sit-Down Dinner,Urban,Low,38,440,7.95,120,4560,No,High,Large
Meat,434,Wedding,495,Refrigerated,Regular,Summer,Sit-Down Dinner,Rural,Low,36,459,7.27,120,4320,No,High,Large
Meat,250,Birthday,350,Refrigerated,Regular,Summer,Finger Food,Suburban,High,30,320,8.57,350,10500,Yes,Medium,Medium
Fruits,280,Birthday,350,Room Temperature,Regular,Summer,Finger Food,Rural,Low,20,330,5.71,120,2400,Yes,Medium,Medium
Meat,300,Social Gathering,400,Refrigerated,Regular,Winter,Buffet,Suburban,Low,20,380,5.0,120,2400,Yes,Medium,Medium
Meat,300,Wedding,400,Room Temperature,Regular,Winter,Sit-Down Dinner,Urban,Low,20,380,5.0,120,2400,Yes,Medium,Medium
Meat,400,Wedding,500,Refrigerated,Regular,Winter,Sit-Down Dinner,Suburban,High,40,460,8.0,350,14000,No,High,Large
Meat,320,Social Gathering,400,Room Temperature,Regular,Winter,Buffet,Rural,High,30,370,7.5,350,10500,Yes,Medium,Medium
Meat,250,Social Gathering,350,Refrigerated,Regular,All Seasons,Buffet,Urban,Low,10,340,2.86,120,1200,Yes,Low,Medium
Vegetables,320,Corporate,400,Refrigerated,Regular,All Seasons,Buffet,Rural,High,30,370,7.5,350,10500,Yes,Medium,Medium
Meat,300,Social Gathering,400,Room Temperature,Regular,Winter,Buffet,Suburban,Low,20,380,5.0,120,2400,Yes,Medium,Medium
Meat,320,Corporate,400,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,25,375,6.25,220,5500,Yes,Medium,Medium
Fruits,400,Birthday,500,Refrigerated,Regular,Winter,Sit-Down Dinner,Suburban,High,40,460,8.0,350,14000,No,High,Large
Meat,310,Social Gathering,450,Refrigerated,Regular,Summer,Finger Food,Suburban,Low,25,425,5.56,120,3000,Yes,Medium,Medium
Fruits,250,Wedding,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,30,320,8.57,350,10500,Yes,Medium,Medium
Meat,300,Corporate,400,Refrigerated,Occasional,Summer,Finger Food,Suburban,Moderate,25,375,6.25,220,5500,Yes,Medium,Medium
Vegetables,300,Birthday,400,Refrigerated,Regular,Winter,Finger Food,Suburban,Moderate,15,385,3.75,220,3300,Yes,Low,Medium
Vegetables,280,Corporate,480,Refrigerated,Occasional,Winter,Sit-Down Dinner,Urban,Low,15,465,3.12,120,1800,Yes,Low,Medium
Baked Goods,434,Wedding,495,Room Temperature,Regular,Summer,Sit-Down Dinner,Urban,Low,36,459,7.27,120,4320,No,High,Large
Fruits,280,Social Gathering,350,Room Temperature,Regular,Winter,Finger Food,Urban,Low,20,330,5.71,120,2400,Yes,Medium,Medium
Fruits,400,Corporate,350,Room Temperature,Regular,Winter,Sit-Down Dinner,Suburban,High,35,315,10.0,350,12250,No,High,Large
Baked Goods,300,Social Gathering,400,Room Temperature,Regular,Winter,Buffet,Rural,High,30,370,7.5,350,10500,Yes,Medium,Medium
Meat,350,Wedding,450,Refrigerated,Occasional,All Seasons,Sit-Down Dinner,Suburban,High,45,405,10.0,350,15750,No,High,Medium
Meat,250,Wedding,350,Refrigerated,Occasional,All Seasons,Sit-Down Dinner,Rural,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Meat,230,Wedding,500,Refrigerated,Occasional,All Seasons,Sit-Down Dinner,Rural,Moderate,30,470,6.0,220,6600,Yes,Medium,Small
Meat,220,Social Gathering,300,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,285,5.0,220,3300,Yes,Low,Small
Fruits,280,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Fruits,300,Social Gathering,400,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,30,370,7.5,350,10500,Yes,Medium,Medium
Baked Goods,400,Wedding,500,Room Temperature,Regular,Winter,Sit-Down Dinner,Suburban,High,50,450,10.0,350,17500,No,High,Large
Dairy Products,280,Birthday,350,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Baked Goods,300,Birthday,400,Room Temperature,Occasional,All Seasons,Finger Food,Rural,Low,20,380,5.0,120,2400,Yes,Medium,Medium
Baked Goods,280,Social Gathering,350,Room Temperature,Regular,Summer,Finger Food,Rural,Low,20,330,5.71,120,2400,Yes,Medium,Medium
Meat,350,Social Gathering,450,Room Temperature,Regular,Winter,Sit-Down Dinner,Suburban,High,45,405,10.0,350,15750,No,High,Medium
Vegetables,300,Wedding,400,Refrigerated,Occasional,Winter,Sit-Down Dinner,Suburban,Moderate,25,375,6.25,220,5500,Yes,Medium,Medium
Meat,320,Social Gathering,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,25,375,6.25,220,5500,Yes,Medium,Medium
Dairy Products,230,Social Gathering,500,Room Temperature,Regular,Winter,Sit-Down Dinner,Suburban,Moderate,30,470,6.0,220,6600,Yes,Medium,Small
Meat,300,Corporate,400,Refrigerated,Regular,Summer,Buffet,Suburban,Low,20,380,5.0,120,2400,Yes,Medium,Medium
Fruits,350,Social Gathering,450,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,10,440,2.22,120,1200,Yes,Low,Medium
Dairy Products,250,Social Gathering,350,Room Temperature,Regular,Summer,Finger Food,Urban,High,35,315,10.0,350,12250,No,High,Medium
Dairy Products,350,Corporate,450,Room Temperature,Regular,Winter,Sit-Down Dinner,Suburban,High,45,405,10.0,350,15750,No,High,Medium
Fruits,350,Wedding,450,Room Temperature,Regular,Summer,Buffet,Urban,High,40,410,8.89,350,14000,No,High,Medium
Fruits,250,Wedding,400,Refrigerated,Regular,Winter,Sit-Down Dinner,Urban,Low,25,375,6.25,120,3000,Yes,Medium,Medium
Fruits,320,Wedding,400,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,25,375,6.25,220,5500,Yes,Medium,Medium
Meat,267,Birthday,393,Refrigerated,Regular,Summer,Sit-Down Dinner,Suburban,Low,24,369,6.11,120,2880,Yes,Medium,Medium
Fruits,400,Corporate,500,Refrigerated,Regular,Summer,Sit-Down Dinner,Urban,Low,25,475,5.0,120,3000,Yes,Medium,Large
Fruits,350,Corporate,350,Room Temperature,Regular,Winter,Finger Food,Urban,High,54,296,15.43,350,18900,No,High,Medium
Meat,300,Corporate,400,Refrigerated,Occasional,Winter,Finger Food,Rural,Moderate,20,380,5.0,220,4400,Yes,Medium,Medium
Fruits,439,Birthday,459,Room Temperature,Regular,All Seasons,Buffet,Suburban,Low,36,423,7.84,120,4320,No,High,Large
Baked Goods,275,Wedding,388,Room Temperature,Regular,Winter,Finger Food,Rural,Low,16,372,4.12,120,1920,Yes,Low,Medium
Vegetables,320,Social Gathering,400,Refrigerated,Regular,Winter,Buffet,Rural,High,30,370,7.5,350,10500,Yes,Medium,Medium
Fruits,250,Corporate,480,Room Temperature,Regular,Winter,Finger Food,Suburban,Low,20,460,4.17,120,2400,Yes,Medium,Medium
Fruits,300,Wedding,400,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,15,385,3.75,220,3300,Yes,Low,Medium
Vegetables,220,Corporate,300,Room Temperature,Regular,Summer,Finger Food,Urban,Low,15,285,5.0,120,1800,Yes,Low,Small
Meat,350,Wedding,450,Refrigerated,Regular,All Seasons,Sit-Down Dinner,Suburban,High,35,415,7.78,350,12250,No,High,Medium
Baked Goods,250,Corporate,480,Room Temperature,Regular,Winter,Finger Food,Urban,Low,20,460,4.17,120,2400,Yes,Medium,Medium
Vegetables,280,Wedding,350,Room Temperature,Regular,Summer,Sit-Down Dinner,Urban,Low,20,330,5.71,120,2400,Yes,Medium,Medium
Dairy Products,320,Birthday,480,Room Temperature,Regular,Winter,Buffet,Suburban,High,40,440,8.33,350,14000,No,High,Medium
Vegetables,230,Wedding,500,Refrigerated,Regular,Summer,Sit-Down Dinner,Urban,Moderate,30,470,6.0,220,6600,Yes,Medium,Small
Vegetables,250,Birthday,350,Refrigerated,Regular,Summer,Sit-Down Dinner,Suburban,High,40,310,11.43,350,14000,No,High,Medium
Vegetables,300,Social Gathering,400,Refrigerated,Regular,Summer,Buffet,Urban,Moderate,30,370,7.5,220,6600,Yes,Medium,Medium
Vegetables,261,Wedding,350,Refrigerated,Regular,Winter,Sit-Down Dinner,Urban,Moderate,23,327,6.57,220,5060,Yes,Medium,Medium
Fruits,300,Corporate,450,Room Temperature,Occasional,Winter,Finger Food,Suburban,High,35,415,7.78,350,12250,No,High,Medium
Dairy Products,280,Birthday,350,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Urban,Low,25,325,7.14,120,3000,Yes,Medium,Medium
Baked Goods,261,Birthday,350,Room Temperature,Regular,Summer,Sit-Down Dinner,Suburban,Moderate,24,326,6.86,220,5280,Yes,Medium,Medium
Dairy Products,380,Corporate,480,Room Temperature,Regular,All Seasons,Buffet,Suburban,Moderate,30,450,6.25,220,6600,Yes,Medium,Medium
Baked Goods,220,Social Gathering,300,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,15,285,5.0,220,3300,Yes,Low,Small
Fruits,250,Social Gathering,350,Room Temperature,Regular,Summer,Finger Food,Rural,High,30,320,8.57,350,10500,Yes,Medium,Medium
Vegetables,429,Wedding,496,Refrigerated,Occasional,Summer,Sit-Down Dinner,Suburban,Low,42,454,8.47,120,5040,No,High,Large
Baked Goods,300,Corporate,400,Room Temperature,Regular,Summer,Finger Food,Suburban,Low,15,385,3.75,120,1800,Yes,Low,Medium
Dairy Products,350,Wedding,450,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Suburban,Moderate,25,425,5.56,220,5500,Yes,Medium,Medium
Dairy Products,400,Social Gathering,500,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Urban,High,50,450,10.0,350,17500,No,High,Large
Meat,491,Wedding,497,Refrigerated,Regular,Summer,Finger Food,Rural,High,32,465,6.44,350,11200,No,Medium,Large
Meat,250,Corporate,350,Refrigerated,Occasional,Winter,Buffet,Suburban,Low,10,340,2.86,120,1200,Yes,Low,Medium
Baked Goods,280,Wedding,350,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,335,4.29,220,3300,Yes,Low,Medium
Meat,438,Birthday,493,Room Temperature,Regular,Winter,Sit-Down Dinner,Suburban,Moderate,35,458,7.1,220,7700,No,High,Large
Baked Goods,472,Social Gathering,489,Room Temperature,Regular,Winter,Buffet,Suburban,Low,36,453,7.36,120,4320,No,High,Large
Baked Goods,400,Corporate,500,Room Temperature,Regular,Summer,Sit-Down Dinner,Urban,High,40,460,8.0,350,14000,No,High,Large
Baked Goods,300,Birthday,400,Room Temperature,Regular,Summer,Sit-Down Dinner,Suburban,Low,20,380,5.0,120,2400,Yes,Medium,Medium
Vegetables,320,Wedding,400,Refrigerated,Regular,All Seasons,Sit-Down Dinner,Suburban,High,35,365,8.75,350,12250,No,High,Medium
Vegetables,250,Corporate,350,Refrigerated,Occasional,Winter,Finger Food,Suburban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Dairy Products,400,Wedding,500,Room Temperature,Regular,All Seasons,Finger Food,Urban,High,40,460,8.0,350,14000,No,High,Large
Dairy Products,280,Birthday,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,15,335,4.29,120,1800,Yes,Low,Medium
Baked Goods,280,Social Gathering,350,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Dairy Products,400,Corporate,500,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Rural,High,40,460,8.0,350,14000,No,High,Large
Dairy Products,350,Wedding,450,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Suburban,High,45,405,10.0,350,15750,No,High,Medium
Dairy Products,400,Birthday,500,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Suburban,Low,25,475,5.0,120,3000,Yes,Medium,Large
Baked Goods,350,Corporate,450,Room Temperature,Regular,Winter,Sit-Down Dinner,Urban,Moderate,25,425,5.56,220,5500,Yes,Medium,Medium
Dairy Products,400,Wedding,500,Room Temperature,Occasional,All Seasons,Finger Food,Rural,High,40,460,8.0,350,14000,No,High,Large
Baked Goods,292,Corporate,470,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Urban,High,50,420,10.64,350,17500,No,High,Medium
Baked Goods,320,Social Gathering,400,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,25,375,6.25,220,5500,Yes,Medium,Medium
Baked Goods,450,Social Gathering,500,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,30,470,6.0,350,10500,Yes,Medium,Large
Fruits,280,Social Gathering,350,Room Temperature,Occasional,Summer,Finger Food,Suburban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Meat,380,Corporate,480,Refrigerated,Regular,Winter,Buffet,Suburban,Moderate,30,450,6.25,220,6600,Yes,Medium,Medium
Meat,207,Corporate,280,Refrigerated,Regular,Winter,Finger Food,Suburban,High,20,260,7.14,350,7000,Yes,Medium,Small
Meat,491,Birthday,497,Room Temperature,Regular,Winter,Finger Food,Urban,High,38,459,7.65,350,13300,No,High,Large
Meat,267,Corporate,393,Refrigerated,Regular,Summer,Sit-Down Dinner,Rural,Low,24,369,6.11,120,2880,Yes,Medium,Medium
Dairy Products,280,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Baked Goods,280,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Dairy Products,280,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Baked Goods,400,Social Gathering,500,Room Temperature,Regular,Winter,Sit-Down Dinner,Suburban,High,50,450,10.0,350,17500,No,High,Large
Dairy Products,320,Birthday,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,380,5.0,220,4400,Yes,Medium,Medium
Dairy Products,280,Social Gathering,350,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Baked Goods,491,Social Gathering,497,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,32,465,6.44,350,11200,No,Medium,Large
Dairy Products,438,Corporate,493,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Urban,Moderate,35,458,7.1,220,7700,No,High,Large
Dairy Products,350,Corporate,450,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Rural,Moderate,25,425,5.56,220,5500,Yes,Medium,Medium
Baked Goods,442,Social Gathering,482,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Suburban,Low,32,450,6.64,120,3840,No,Medium,Large
Meat,270,Corporate,470,Refrigerated,Regular,Winter,Sit-Down Dinner,Urban,High,40,430,8.51,350,14000,No,High,Medium
Meat,284,Social Gathering,443,Refrigerated,Occasional,Winter,Buffet,Rural,Low,32,411,7.22,120,3840,No,Medium,Medium
Meat,250,Wedding,400,Refrigerated,Occasional,Winter,Sit-Down Dinner,Urban,Low,25,375,6.25,120,3000,Yes,Medium,Medium
Meat,320,Corporate,400,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,25,375,6.25,220,5500,Yes,Medium,Medium
Meat,220,Wedding,300,Refrigerated,Occasional,Winter,Finger Food,Rural,Moderate,15,285,5.0,220,3300,Yes,Low,Small
Meat,367,Social Gathering,420,Refrigerated,Regular,All Seasons,Buffet,Urban,Low,40,380,9.52,120,4800,No,High,Medium
Meat,434,Birthday,495,Refrigerated,Regular,Winter,Sit-Down Dinner,Suburban,High,36,459,7.27,350,12600,No,High,Large
Meat,240,Birthday,450,Refrigerated,Regular,All Seasons,Sit-Down Dinner,Urban,Low,20,430,4.44,120,2400,Yes,Medium,Small
Fruits,380,Birthday,480,Room Temperature,Regular,Winter,Buffet,Suburban,Moderate,30,450,6.25,220,6600,Yes,Medium,Medium
Dairy Products,320,Birthday,400,Room Temperature,Regular,Summer,Buffet,Rural,High,40,360,10.0,350,14000,No,High,Medium
Fruits,250,Social Gathering,480,Refrigerated,Regular,Winter,Finger Food,Urban,Low,20,460,4.17,120,2400,Yes,Medium,Medium
Fruits,302,Corporate,371,Room Temperature,Regular,All Seasons,Buffet,Suburban,Low,27,344,7.28,120,3240,Yes,Medium,Medium
Vegetables,267,Corporate,393,Refrigerated,Regular,Summer,Sit-Down Dinner,Urban,Low,24,369,6.11,120,2880,Yes,Medium,Medium
Fruits,320,Corporate,400,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,25,375,6.25,220,5500,Yes,Medium,Medium
Baked Goods,488,Corporate,498,Room Temperature,Regular,Winter,Finger Food,Urban,High,63,435,12.65,350,22050,No,High,Large
Meat,350,Corporate,450,Room Temperature,Regular,Winter,Sit-Down Dinner,Suburban,High,45,405,10.0,350,15750,No,High,Medium
Vegetables,300,Birthday,400,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,15,385,3.75,220,3300,Yes,Low,Medium
Dairy Products,472,Birthday,489,Room Temperature,Regular,All Seasons,Buffet,Urban,Low,36,453,7.36,120,4320,No,High,Large
Fruits,380,Corporate,480,Refrigerated,Occasional,All Seasons,Buffet,Suburban,Moderate,30,450,6.25,220,6600,Yes,Medium,Medium
Vegetables,429,Wedding,496,Refrigerated,Regular,All Seasons,Sit-Down Dinner,Rural,Low,42,454,8.47,120,5040,No,High,Large
Baked Goods,220,Birthday,300,Refrigerated,Regular,All Seasons,Finger Food,Suburban,Low,15,285,5.0,120,1800,Yes,Low,Small
Meat,220,Social Gathering,300,Room Temperature,Regular,Summer,Finger Food,Suburban,Low,15,285,5.0,120,1800,Yes,Low,Small
